"Data Source","World Development Indicators",

"Last Updated Date","2024-10-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Iceland","ISL","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.2875","0.3059","0.3211","0.3793","0.3456","0.3819","0.4098","0.4099","0.4591","0.496","0.4682","0.5672","0.4868","0.4809","0.5242","0.4966","0.5243","0.5764","0.5945","0.5977","0.6282","0.6373","0.6346","0.6316","0.6596","0.6094","0.6797","0.5874","0.6118","0.6244","0.6278","0.6371","0.6372","0.6403","0.6716","0.6716","0.9002","0.9663","0.9136","0.8884","0.845","0.8173","0.7992","0.8151","0.818","0.847","0.9265","0.9801","1.0192","1.0126","0.8479","0.8466","1.1258","",
"Israel","ISR","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","3.1577","3.1577","3.1501","3.4368","3.4761","3.566","3.5924","3.6425","4.0388","4.117","4.1444","4.0859","4.4549","4.7063","4.5299","4.9485","5.2905","5.7293","5.9493","6.0823","8.034","8.2971","9.0691","9.5432","10.2596","11.2658","11.8886","12.6579","11.7887","12.5376","13.3651","13.276","13.8155","14.2938","14.1648","13.4658","13.7693","14.5042","15.9824","15.7018","16.4481","15.6682","17.1502","15.8908","16.0328","16.9281","17.489","17.9643","18.0406","18.1326","16.2971","16.7107","18.7628","",
"Italy","ITA","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","46.2192","48.1678","51.4365","55.2293","51.8255","54.975","57.4232","61.0416","64.1481","70.3141","71.2135","71.295","73.7608","74.0276","76.922","79.713","82.7223","87.9184","90.8149","94.1783","96.0715","97.9337","102.9622","104.8523","104.6119","106.8864","108.6568","110.2523","113.424","116.2639","116.3621","118.4897","120.7485","121.8089","124.0354","122.958","124.2572","124.7349","117.9282","111.841","109.1873","109.1507","102.511","100.7233","105.3929","103.0085","101.7113","97.6111","100.2026","100.9187","80.6748","89.6885","94.522","",
"Jamaica","JAM","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","1.2905","1.2905","1.064","1.0115","0.8705","0.9362","0.9421","0.8793","0.8544","0.8077","0.7267","0.7575","0.8328","0.9128","0.8249","0.819","0.8438","0.8873","0.9473","0.9878","1.0843","1.0283","1.073","1.1611","1.1673","1.3974","1.6063","1.6967","1.8444","1.9297","1.9349","1.8826","2.0721","2.0674","2.1185","2.2126","2.1502","2.0693","2.0412","1.9975","1.8563","1.8412","1.5089","1.6054","1.6884","1.6465","1.8005","1.9517","2.2505","2.4614","1.6827","1.6241","1.6859","",
"Jordan","JOR","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.5202","0.5202","0.6306","0.7134","0.8239","1.0172","1.2131","1.2704","1.5664","1.6289","1.6634","1.6597","2.206","2.3583","2.2863","2.392","2.8825","2.9022","2.9594","2.9719","2.7291","2.5297","2.6697","2.7501","2.7504","3.0049","3.0641","3.2102","3.2516","3.3246","3.5949","3.7069","3.7678","3.8322","4.4042","4.854","4.768","5.0915","4.6309","5.1533","5.2167","5.3319","6.8698","7.114","7.0454","7.8293","8.2974","9.1197","9.0094","8.4763","7.1251","7.3444","7.7142","",
"Japan","JPN","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","94.535","102.2835","107.5207","118.0919","120.0637","125.4616","132.0123","138.3276","147.9378","155.5621","157.4687","153.9969","148.5333","152.6538","157.4285","159.3112","164.8701","170.9024","179.9745","192.8064","211.9623","222.3299","227.0188","232.1185","244.2424","252.4513","258.2726","260.4715","259.6623","261.9993","261.5439","263.622","259.1155","256.8402","256.7932","254.0178","250.1338","242.9094","233.8099","227.6361","228.6503","223.0273","220.6993","218.0274","211.9674","211.3204","208.8958","207.0886","204.62","200.4963","180.7074","185.2367","186.6524","",
"Kazakhstan","KAZ","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","6.2251","6.2251","6.6854","7.0936","7.5639","8.6365","8.9713","9.0505","9.2021","9.3929","9.7931","9.9839","10.0961","10.0819","10.1535","10.2783","10.8901","11.2026","11.332","11.6324","14.4209","18.0891","15.8279","13.188","9.0492","9.1589","8.2141","7.0418","7.9293","5.8236","9.3792","8.1969","9.1265","8.6536","9.2317","9.5543","10.5348","12.0992","13.7838","12.4388","13.1541","13.465","14.587","13.7347","14.4129","15.3532","15.9491","15.3727","17.4718","16.3442","20.6928","22.3953","27.1406","",
"Kenya","KEN","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","1.5439","1.5439","1.5462","1.6591","1.6388","1.5076","1.5966","1.8047","1.7988","1.6367","1.9177","1.8214","1.7859","1.8256","2.1748","2.3352","2.6053","2.5518","2.4927","2.6445","2.6926","2.7584","2.5578","2.3808","2.317","2.5637","2.6871","2.6653","2.7294","2.6853","2.7131","2.6703","2.7927","2.5012","2.7613","2.8884","3.2356","3.2704","3.3585","4.1653","4.9501","4.6137","4.8999","5.8174","6.4845","7.9867","8.7772","8.5903","9.6699","10.7315","10.3995","11.3359","11.6134","",
"Kyrgyz Republic","KGZ","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","2.0367","2.0367","2.2315","2.4128","2.6329","2.9095","3.1292","3.1833","3.2642","3.3788","3.6354","3.665","3.6784","3.6351","3.6282","3.6802","3.9841","4.1339","4.1998","4.3316","6.0207","4.6574","2.7083","1.5774","0.5003","1.1216","1.1808","1.2578","1.2231","1.1338","0.851","0.8898","0.7775","0.9368","1.1849","1.0889","1.1632","1.746","1.9585","2.2714","1.9828","2.7716","3.9353","3.9402","3.1544","2.6717","3.2717","1.8404","1.4868","1.1282","1.3787","1.5509","1.6368","",
"Cambodia","KHM","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.0659","0.0659","0.0719","0.0685","0.0666","0.0772","0.0699","0.0775","0.0822","0.0887","0.0903","0.0985","0.1116","0.1245","0.1372","0.1494","0.1192","0.1368","0.1469","0.1368","0.1319","0.1435","0.1514","0.1533","0.1565","1.1581","1.1598","1.2029","1.3953","1.3624","1.3204","1.5138","1.3241","1.3515","1.3744","1.5031","1.6063","2.0037","2.0698","2.6885","2.9473","3.1221","3.2937","3.375","3.6977","4.0688","4.5094","4.802","5.1174","6.3112","6.6992","6.9827","7.1166","",
"Kiribati","KIR","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.0069","0.0069","0.0076","0.0072","0.007","0.0081","0.0074","0.0082","0.0087","0.0093","0.0095","0.0099","0.0101","0.01","0.0049","0.0053","0.0044","0.0059","0.006","0.0056","0.0054","0.0055","0.0058","0.0058","0.006","0.0059","0.0065","0.0062","0.0061","0.0055","0.0149","0.0122","0.0165","0.0164","0.0163","0.0236","0.027","0.0241","0.0312","0.0291","0.0337","0.0321","0.0315","0.0301","0.0281","0.0289","0.0303","0.0376","0.0378","0.0404","0.0314","0.0325","0.0336","",
"St. Kitts and Nevis","KNA","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.0011","0.0011","0.0009","0.0009","0.0011","0.0014","0.0015","0.0016","0.0017","0.0014","0.0021","0.0022","0.0023","0.0024","0.0026","0.0026","0.0024","0.0026","0.0029","0.0032","0.0057","0.0078","0.0081","0.0102","0.0119","0.0101","0.0116","0.0121","0.0126","0.0131","0.0158","0.0162","0.0177","0.0181","0.0196","0.0187","0.0218","0.0238","0.0258","0.0293","0.0331","0.0242","0.0254","0.0302","0.0323","0.0318","0.034","0.0319","0.0366","0.0401","0.0339","0.0328","0.0342","",
"Korea, Rep.","KOR","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","6.4894","6.4894","5.9914","7.5504","7.1023","7.2056","7.9296","11.908","13.839","17.07","14.5228","11.1287","12.6077","16.1418","17.7573","19.2331","22.3913","26.9139","30.7889","35.0888","43.7377","49.0373","54.5183","61.4973","64.5718","72.4732","76.3675","78.0653","65.1651","71.7985","77.7771","80.9845","86.382","88.3005","88.9475","86.0649","85.9644","88.6365","84.1692","85.0666","86.6126","85.1249","87.5842","90.8799","92.4609","98.4002","101.3138","103.4658","101.6563","106.2206","98.9399","105.1295","107.3646","",
"Kuwait","KWT","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","1.9384","1.9384","2.1603","2.1978","2.0821","2.0288","2.1226","2.4329","3.0157","3.228","5.3497","6.9453","8.8776","9.0464","7.3847","9.2306","9.4601","9.2668","11.0538","13.5775","2.8412","1.8981","4.539","4.7824","5.0435","5.3404","5.4469","5.6952","5.8389","6.0076","6.0221","6.1288","6.5144","7.0782","7.5373","8.1592","9.2575","9.5699","10.5412","11.7278","12.6701","12.1544","12.4851","13.1451","13.3412","14.0231","14.206","15.0182","15.8654","16.0492","13.0022","13.0022","13.5022","",
"Latin America & Caribbean (excluding high income)","LAC","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","121.5863","121.5862","132.676","147.0317","157.5193","165.4418","175.7598","179.982","191.4033","203.994","208.9863","217.599","217.6109","205.6757","209.1909","210.438","219.5321","223.3467","226.4146","237.7291","244.6916","255.0434","260.2296","269.5156","280.2889","289.8987","311.2011","325.9945","338.2108","334.2182","336.1065","339.7783","340.4483","346.5957","369.4499","378.3404","394.4347","414.5368","430.4741","421.9451","451.8077","478.8185","498.7027","509.0057","514.8717","510.5937","521.2017","522.2939","515.4245","525.4235","439.9286","501.9651","549.4577","",
"Lao PDR","LAO","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.1041","0.1041","0.1135","0.1082","0.1051","0.1219","0.1104","0.1223","0.1299","0.1401","0.1426","0.0591","0.0558","0.0598","0.0539","0.064","0.0639","0.0733","0.0735","0.0775","0.0748","0.0897","0.0947","0.0958","0.1027","0.1073","0.1284","0.1368","0.1344","0.122","0.7747","0.8668","0.8883","0.9261","0.9634","1.0039","1.0665","1.1726","1.3464","1.5089","1.5217","1.5131","1.6883","1.9216","2.2334","2.3495","2.9873","3.0362","3.1217","2.4653","2.4438","2.5496","2.5931","",
"Lebanon","LBN","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","1.2512","1.2512","1.3754","1.6051","1.7883","1.484","1.5337","1.2419","1.4685","1.5213","1.8535","2.0056","1.5523","1.9125","1.987","2.2943","2.0677","2.1112","1.4871","1.8628","1.8628","2.3285","3.2319","3.7691","3.5401","4.1802","4.3316","4.1685","4.4575","4.2463","4.0013","3.7374","3.7535","4.0021","4.0213","4.0523","3.9004","3.0683","4.4468","5.1205","5.0524","5.0684","8.1195","6.7174","7.1225","8.3469","8.8632","9.3247","8.1123","8.4203","6.3152","6.5066","6.8256","",
"Liberia","LBR","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.1168","0.1168","0.1255","0.1383","0.1404","0.1725","0.2201","0.2832","0.3041","0.3375","0.3586","0.3525","0.3252","0.3447","0.3212","0.2984","0.2493","0.1886","0.3105","0.2467","0.1636","0.1192","0.1083","0.117","0.1167","0.1214","0.1302","0.1301","0.137","0.1444","0.1903","0.2013","0.2065","0.2313","0.2583","0.3099","0.3316","0.3193","0.2863","0.2675","0.4057","0.4259","0.4667","0.4231","0.5304","0.5559","0.6337","0.5236","0.5962","0.6292","0.6376","0.6905","0.725","",
"Libya","LBY","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.6582","0.6582","1.3024","1.6402","2.0761","2.6422","2.9249","3.2257","3.7324","3.9714","4.6908","5.4797","5.8411","5.7941","6.0136","5.8832","5.7129","5.9141","5.9986","6.159","6.1869","6.234","6.3257","7.4401","8.8366","9.5091","10.5153","10.0975","9.9463","10.9522","11.1326","11.4914","11.7122","11.8854","12.3842","12.8594","12.9598","11.7878","13.4577","15.6077","18.2504","13.6163","16.8848","17.6876","19.5594","15.1476","18.2752","17.2432","16.796","17.0922","16.7105","20.421","20.4337","",
"St. Lucia","LCA","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.0021","0.0021","0.0017","0.0019","0.0022","0.0029","0.0031","0.0032","0.0033","0.0029","0.0041","0.0032","0.0045","0.0042","0.0046","0.0059","0.0064","0.0075","0.0099","0.0108","0.0194","0.02","0.0209","0.0211","0.0251","0.0248","0.0245","0.0254","0.0266","0.0276","0.0306","0.0332","0.0299","0.0342","0.0329","0.0353","0.0402","0.043","0.0478","0.0521","0.061","0.0437","0.0463","0.0551","0.0588","0.0569","0.0598","0.0601","0.0629","0.1002","0.0845","0.0818","0.0853","",
"Latin America & Caribbean","LCN","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","143.4881","143.5053","155.6697","171.6911","184.082","193.6557","206.5525","212.4513","227.0252","241.0344","247.5013","257.6728","257.7138","245.3267","247.9792","249.5914","259.2831","264.2296","268.9895","279.4496","288.9523","301.6611","307.3917","320.1696","332.9832","345.1751","369.3162","383.2463","397.6712","393.9209","397.1708","402.1191","405.5482","407.4152","431.9362","449.6541","468.6651","494.2237","513.5361","506.4196","535.8332","565.3351","590.5493","601.9808","606.6462","597.5145","603.4795","602.159","591.6015","600.1676","502.0189","571.2879","625.784","",
"Least developed countries: UN classification","LDC","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","11.2402","11.2402","12.6476","13.0436","13.3353","12.8724","13.2113","13.4027","14.7948","15.5012","17.1241","16.6124","16.8678","17.3255","17.2657","18.4496","19.0709","18.416","20.7706","20.9537","22.9991","24.0637","24.3673","23.0034","24.8495","27.2744","28.7163","29.6888","31.236","31.4814","33.388","35.7009","37.7108","41.9036","44.997","46.9379","49.4959","53.9832","58.2465","66.6668","70.6874","75.9193","79.6347","86.4704","90.8911","89.2751","95.0249","99.5554","105.7126","110.5349","105.1685","113.4672","117.6177","",
"Low income","LIC","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","9.0086","9.0086","9.7265","10.7399","11.4302","11.9204","12.5625","13.4916","15.4039","17.4933","18.9416","18.8761","19.1784","19.9126","19.8485","20.699","20.7121","21.5261","23.4896","24.631","27.2075","26.5677","25.0115","23.2592","23.5156","23.6806","24.789","24.6216","26.3769","23.9912","26.1603","27.0047","27.8744","28.6856","32.0133","36.215","38.0951","40.7724","44.2644","47.6972","48.6597","51.1956","49.4199","49.5744","50.9234","46.7657","47.3761","51.8935","56.0751","57.6063","54.62","58.6036","60.4221","",
"Liechtenstein","LIE","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","1.3546","1.3546","1.6987","1.6354","1.4551","1.3116","1.432","1.5566","1.8338","2.051","2.0816","2.0781","2.1965","2.0848","2.334","2.4363","2.4483","2.5083","2.5324","2.4031","2.4958","2.5136","2.7984","2.9934","3.484","3.6963","5.0748","4.6669","4.8766","5.402","5.1564","5.2172","5.315","5.6578","5.8438","6.3153","5.988","6.5694","6.0217","5.499","6.9208","7.3827","7.9824","7.7239","8.0256","9.2297","11.2888","10.4435","9.9474","10.1987","8.8909","8.2069","7.1764","",
"Lower middle income","LMC","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","91.8229","91.8229","96.0327","96.8687","101.1109","105.2891","107.438","112.965","120.5743","125.4656","134.9036","136.9137","130.9517","135.4584","136.9867","143.5256","146.9119","153.4534","160.1104","169.5821","175.7198","181.0067","190.5162","195.7239","199.0245","222.3649","243.4861","254.9667","265.4819","278.1682","283.6105","289.6962","300.8988","310.2821","331.7007","337.1319","342.0612","381.0042","410.4793","440.8113","475.8327","503.5979","535.8803","555.5222","580.6975","621.1994","663.4161","697.0298","724.4427","732.8509","655.6009","692.3205","739.144","",
"Low & middle income","LMY","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","382.6966","383.5175","411.7442","442.8516","468.8162","506.9382","530.1237","556.2665","580.9926","605.2359","622.4049","640.3483","646.4913","653.5448","672.7893","695.6256","723.9461","753.9275","782.2936","822.2553","865.8201","903.311599999999","905.9408","943.826299999999","951.1354","1014.9289","1118.1119","1131.4175","1138.3242","1170.67","1292.2928","1323.5873","1377.6471","1441.3594","1571.6493","1632.6531","1700.5092","1824.3996","1921.5547","1968.5952","2098.4558","2237.5609","2399.8123","2522.615","2599.5415","2688.94","2761.1964","2859.8968","2983.4282","2999.8019","2725.3725","2890.4071","2991.8347","",
"Lesotho","LSO","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.009","0.009","0.0097","0.0106","0.0108","0.0133","0.0169","0.0218","0.0234","0.026","0.0276","0.0294","0.0271","0.0287","0.0292","0.0298","0.0353","0.0359","0.0311","0.0443","0.0493","0.0626","0.0543","0.0527","0.0576","0.06","0.0619","0.0618","0.0602","0.0634","0.1709","0.1702","0.1806","0.1844","0.1997","0.2039","0.2101","0.2824","0.2395","0.2782","0.2769","0.2714","0.2888","0.2934","0.2936","0.2946","0.3238","0.3384","0.3315","0.3534","0.3581","0.359","0.3927","",
"Late-demographic dividend","LTE","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","330.9824","330.4776","353.8473","378.5836","395.5843","442.811","453.3782","461.5066","471.9522","484.7982","484.9558","490.6745","500.612","507.0114","516.777","528.0664","555.1737","571.2197","587.1494","614.7468","677.6792","681.9707","683.7841","661.2802","628.4394","650.7951","713.6744","689.4077","716.6081","736.945","827.0167","852.5746","890.3431","948.7832","1054.4718","1090.1891","1146.014","1212.3763","1285.8627","1284.221","1387.0913","1474.9983","1554.2671","1634.3504","1685.4156","1739.4503","1784.599","1850.8492","1931.5803","1934.724","1811.9951","1910.4351","1911.8233","",
"Lithuania","LTU","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","2.1195","2.1195","2.2976","2.4596","2.6518","2.981","3.1482","3.1888","3.2555","3.3457","3.5427","3.5918","3.6187","3.5952","3.605","3.6529","3.9113","4.0406","4.0961","4.2146","5.5083","6.0802","4.0115","3.0646","2.4024","2.9392","3.2354","3.6263","3.8223","3.4092","3.0417","3.3213","3.4387","3.4876","3.8279","4.0611","4.3323","5.0326","5.0095","4.1383","4.2754","4.2503","4.2809","4.2796","4.7606","5.0536","5.4387","5.6897","6.0486","6.2718","6.1102","6.1108","6.096","",
"Luxembourg","LUX","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.4907","0.5366","0.6011","0.6841","0.6811","0.8453","0.8929","0.9158","1.0618","1.2098","1.272","1.4268","1.4361","1.4121","1.4377","1.5535","1.61","1.8005","1.8888","2.2057","2.6252","3.1479","3.4374","3.4687","3.5201","3.3499","3.4445","3.6538","3.824","4.2482","4.853","5.098","5.3071","5.8589","6.8288","7.2067","6.8973","6.6197","6.7165","6.1906","6.5526","6.9452","6.6283","6.4843","6.1913","5.7527","5.5763","5.6824","6.0666","6.2037","4.6691","5.1361","4.6696","",
"Latvia","LVA","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","1.8202","1.8202","1.9272","2.017","2.1132","2.4731","2.5025","2.5081","2.533","2.5563","2.5952","2.6714","2.7187","2.7386","2.7783","2.8079","2.9223","2.9841","3.0073","3.0742","3.0596","2.7939","2.4484","2.2759","2.105","2.0061","1.9313","1.9663","1.9432","1.9121","2.1227","2.5141","2.5919","2.7366","2.8748","3.0016","3.3159","3.7515","3.5458","3.1094","3.181","2.8222","2.7278","2.762","2.884","3.0576","3.0839","3.2393","3.2407","3.2247","3.0319","3.0323","3.0333","",
"Macao SAR, China","MAC","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.111","0.111","0.121","0.1154","0.1121","0.13","0.1177","0.1305","0.1385","0.1495","0.1521","0.1527","0.1674","0.2291","0.2451","0.2188","0.2512","0.3127","0.3034","0.3009","0.3022","0.3047","0.3313","0.369","0.4009","0.3992","0.503","0.4915","0.5176","0.4971","0.6713","0.656","0.6545","0.6452","0.7151","0.7858","0.831","0.7544","0.7265","0.8502","0.7659","0.8585","0.878","0.8248","0.7938","1.2001","1.151","1.1806","1.0567","1.121","0.8701","0.9017","0.9301","",
"St. Martin (French part)","MAF","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","1.7401","1.7401","1.8633","2.002","2.0111","2.1635","2.2693","2.533","2.5937","2.8841","2.5926","2.5587","2.7679","2.675","2.5735","2.6065","2.7591","2.8958","3.0318","3.4707","3.8941","4.3268","4.7937","5.2202","5.6405","5.9863","6.3974","6.8332","7.269","7.7639","8.1718","8.5828","8.9938","9.3706","9.8322","10.2369","10.5436","11.1918","12.2634","12.9727","13.6451","14.4424","14.6534","15.2097","15.4069","16.3754","17.0426","17.6768","18.1646","18.9527","16.6399","19.0177","19.3667","",
"Monaco","MCO","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.9049","0.9049","0.9866","1.0619","1.1525","1.2835","1.3691","1.39","1.4226","1.4678","1.5681","1.5848","1.5933","1.5783","1.5785","1.6004","1.7241","1.7855","1.8122","1.8671","2.4161","2.2726","2.2011","1.4255","1.3107","1.3004","1.3946","1.3698","1.0775","0.7153","0.7078","0.7113","0.963","1.1286","1.2587","1.1869","1.1959","1.3106","1.5933","1.5109","1.7392","1.8607","1.6349","1.7226","1.7858","1.9471","2.045","2.0575","2.098","2.162","2.017","2.2661","2.3873","",
"Madagascar","MDG","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.4828","0.4828","0.4826","0.4823","0.4825","0.4796","0.4733","0.4981","0.4673","0.505","0.5476","0.3519","0.3548","0.3064","0.44","0.4341","0.3706","0.4782","0.4395","0.4307","0.5324","0.5903","0.5966","0.6152","0.6974","0.6749","0.6963","0.733","0.8275","0.9056","0.9067","0.8657","0.6008","0.8365","0.886","0.847","0.8162","0.8732","0.8901","0.8465","0.8938","0.9951","1.0226","1.0708","1.1383","1.1768","1.2194","1.2389","1.2931","1.3919","1.192","1.3036","1.3632","",
"Maldives","MDV","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.0035","0.0035","0.0038","0.0036","0.0035","0.0041","0.0037","0.0041","0.0043","0.0047","0.0048","0.0049","0.0051","0.005","0.0196","0.0213","0.0197","0.0227","0.0276","0.0257","0.0301","0.0307","0.0324","0.0383","0.0823","0.1114","0.1231","0.1007","0.1088","0.0988","0.2888","0.2332","0.2569","0.2121","0.2596","0.2625","0.3416","0.3435","0.4342","0.4934","0.5823","0.6458","0.8148","0.8126","1.0169","0.7391","0.7745","0.8766","1.001","1.1936","0.9268","0.9606","0.991","",
"Middle East & North Africa","MEA","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","33.4413","33.4413","37.6886","42.5434","47.6316","54.3562","63.6696","74.1571","87.0288","96.6594","103.0037","116.0488","129.3506","150.5789","160.6548","170.3048","166.5035","177.3114","184.0152","193.2021","197.9222","203.8384","219.6441","233.9884","248.1329","244.5762","255.9196","261.3631","268.3225","280.653","295.3109","305.1495","321.812","331.7687","349.94","373.6043","394.5142","413.4215","439.3255","466.2625","476.2711","489.8883","526.7963","538.1101","564.0139","567.0389","567.5338","575.4619","579.0279","574.5437","520.1508","553.369","607.7643","",
"Mexico","MEX","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","30.2229","30.2229","33.615","36.5465","39.8255","42.6727","46.3514","49.2241","53.4173","60.3016","67.5718","75.4702","75.2392","67.0845","70.3785","70.9389","70.1384","71.9604","73.2907","80.6225","83.4902","89.3897","89.685","91.7548","97.4204","89.3883","91.7085","95.706","98.309","101.0711","105.6122","107.8844","109.7817","116.3803","122.7581","130.2343","137.4067","145.1729","151.1831","147.6966","150.579","151.6585","152.5066","150.6394","151.2396","150.5057","155.8851","151.3733","147.3733","150.1334","106.1762","119.3813","144.6051","",
"Marshall Islands","MHL","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
